Borough,Datetime,Entries,Exits
Bk,2021-08-05,449484.0,464913.0
Bk,2021-08-06,445180.0,468137.0
Bk,2021-08-07,295063.0,356289.0
Bk,2021-08-08,229737.0,291696.0
Bk,2021-08-09,416964.0,438273.0
Bk,2021-08-10,439452.0,462818.0
Bk,2021-08-11,442855.0,464905.0
Bk,2021-08-12,438576.0,463303.0
Bk,2021-08-13,346768.0,332156.0
Bx,2017-02-04,247539.0,148237.0
Bx,2017-02-05,199078.0,139856.0
Bx,2017-02-06,472846.0,267991.0
Bx,2017-02-07,470573.0,270007.0
Bx,2017-02-08,497412.0,275695.0
Bx,2017-02-09,242587.0,163598.0
Bx,2017-02-10,467586.0,258144.0
Bx,2017-02-11,271909.0,177017.0
Bx,2017-02-12,180774.0,130073.0
Bx,2017-02-13,458081.0,257883.0
Bx,2017-02-14,485780.0,271128.0
Bx,2017-02-15,482313.0,275833.0
Bx,2017-02-16,474375.0,268525.0
Bx,2017-02-17,475444.0,269326.0
Bx,2017-02-18,264228.0,175942.0
Bx,2017-02-19,209971.0,148858.0
Bx,2017-02-20,277653.0,179495.0
Bx,2017-02-21,425580.0,251948.0
Bx,2017-02-22,434356.0,254282.0
Bx,2017-02-23,440391.0,255822.0
Bx,2017-02-24,435812.0,252678.0
Bx,2017-02-25,257502.0,177403.0
Bx,2017-02-26,198312.0,140477.0
Bx,2017-02-27,471162.0,265623.0
Bx,2017-02-28,484318.0,272684.0
Bx,2017-03-01,477438.0,271797.0
Bx,2017-03-02,483895.0,271296.0
Bx,2017-03-03,479467.0,270544.0
Bx,2017-03-04,237027.0,172480.0
Bx,2017-03-05,174178.0,126616.0
Bx,2017-03-06,466878.0,257823.0
Bx,2017-03-07,474623.0,270819.0
Bx,2017-03-08,489168.0,277190.0
Bx,2017-03-09,487359.0,277701.0
Bx,2017-03-10,448833.0,256423.0
Bx,2017-03-11,237393.0,156801.0
Bx,2017-03-12,177689.0,122368.0
Bx,2017-03-13,465077.0,260668.0
Bx,2017-03-14,70896.0,64236.0
Bx,2017-03-15,446124.0,242926.0
Bx,2017-03-16,490861.0,270707.0
Bx,2017-03-17,489123.0,275744.0
Bx,2017-03-18,262447.0,176673.0
Bx,2017-03-19,207965.0,141077.0
Bx,2017-03-20,475832.0,271248.0
Bx,2017-03-21,487394.0,278431.0
Bx,2017-03-22,478720.0,276894.0
Bx,2017-03-23,480178.0,271884.0
Bx,2017-03-24,470652.0,270346.0
Bx,2017-03-25,252841.0,176260.0
Bx,2017-03-26,180929.0,133108.0
Bx,2017-03-27,457295.0,261536.0
Bx,2017-03-28,471968.0,270472.0
Bx,2017-03-29,484920.0,275794.0
Bx,2017-03-30,482943.0,277073.0
Bx,2017-03-31,449218.0,256450.0
Bx,2017-04-01,266839.0,172213.0
Bx,2017-04-02,213904.0,143468.0
Bx,2017-04-03,478094.0,275939.0
Bx,2017-04-04,468006.0,269288.0
Bx,2017-04-05,493108.0,281788.0
Bx,2017-04-06,455430.0,262818.0
Bx,2017-04-07,473184.0,268825.0
Bx,2017-04-08,278971.0,184368.0
Bx,2017-04-09,220403.0,152631.0
Bx,2017-04-10,418287.0,242760.0
Bx,2017-04-11,428597.0,242864.0
Bx,2017-04-12,416906.0,250951.0
Bx,2017-04-13,422094.0,246803.0
Bx,2017-04-14,377304.0,226436.0
Bx,2017-04-15,263267.0,171646.0
Bx,2017-04-16,211477.0,145209.0
Bx,2017-04-17,398208.0,238653.0
Bx,2017-04-18,418377.0,247457.0
Bx,2017-04-19,472564.0,275630.0
Bx,2017-04-20,469904.0,269235.0
Bx,2017-04-21,463452.0,267530.0
Bx,2017-04-22,269945.0,174960.0
Bx,2017-04-23,213936.0,145756.0
Bx,2017-04-24,463585.0,265027.0
Bx,2017-04-25,458214.0,266944.0
Bx,2017-04-26,475154.0,271336.0
Bx,2017-04-27,487491.0,278296.0
Bx,2017-04-28,485350.0,275102.0
Bx,2017-04-29,288059.0,189925.0
Bx,2017-04-30,212265.0,149682.0
Bx,2017-05-01,474127.0,272100.0
Bx,2017-05-02,487878.0,280467.0
Bx,2017-05-03,496061.0,286105.0
Bx,2017-05-04,492315.0,281702.0
Bx,2017-05-05,440345.0,252986.0
Bx,2017-05-06,276981.0,180035.0
Bx,2017-05-07,212126.0,146751.0
Bx,2017-05-08,475167.0,270047.0
Bx,2017-05-09,486145.0,277862.0
Bx,2017-05-10,489834.0,280360.0
Bx,2017-05-11,489835.0,279282.0
Bx,2017-05-12,486521.0,276917.0
Bx,2017-05-13,238480.0,162897.0
Bx,2017-05-14,210198.0,138974.0
Bx,2017-05-15,471372.0,271227.0
Bx,2017-05-16,486175.0,279764.0
Bx,2017-05-17,489977.0,285026.0
Bx,2017-05-18,485200.0,281707.0
Bx,2017-05-19,478608.0,273023.0
Bx,2017-05-20,284657.0,184976.0
Bx,2017-05-21,220806.0,151573.0
Bx,2017-05-22,447448.0,263236.0
Bx,2017-05-23,483363.0,276103.0
Bx,2017-05-24,482408.0,280830.0
Bx,2017-05-25,454513.0,269590.0
Bx,2017-05-26,462883.0,268071.0
Bx,2017-05-27,266122.0,175334.0
Bx,2017-05-28,214321.0,145328.0
Bx,2017-05-29,213244.0,138373.0
Bx,2017-05-30,457371.0,266508.0
Bx,2017-05-31,467920.0,270617.0
Bx,2017-06-01,475381.0,274639.0
Bx,2017-06-02,473838.0,276034.0
Bx,2017-06-03,282614.0,189535.0
Bx,2017-06-04,209953.0,150765.0
Bx,2017-06-05,458555.0,268809.0
Bx,2017-06-06,459867.0,270351.0
Bx,2017-06-07,481238.0,278069.0
Bx,2017-06-08,449622.0,267219.0
Bx,2017-06-09,474567.0,274078.0
Bx,2017-06-10,293669.0,196535.0
Bx,2017-06-11,227296.0,160262.0
Bx,2017-06-12,440650.0,267534.0
Bx,2017-06-13,455114.0,274463.0
Bx,2017-06-14,455919.0,272133.0
Bx,2017-06-15,464954.0,277501.0
Bx,2017-06-16,449902.0,269814.0
Bx,2017-06-17,261783.0,176840.0
Bx,2017-06-18,213665.0,149627.0
Bx,2017-06-19,427932.0,258928.0
Bx,2017-06-20,459242.0,264160.0
Bx,2017-06-21,457446.0,272980.0
Bx,2017-06-22,448029.0,272781.0
Bx,2017-06-23,431687.0,261471.0
Bx,2017-06-24,269338.0,181790.0
Bx,2017-06-25,232846.0,161435.0
Bx,2017-06-26,412066.0,249280.0
Bx,2017-06-27,437079.0,263329.0
Bx,2017-06-28,455754.0,276008.0
Bx,2017-06-29,433512.0,260380.0
Bx,2017-06-30,428909.0,256660.0
Bx,2017-07-01,256081.0,173086.0
Bx,2017-07-02,211279.0,144986.0
Bx,2017-07-03,359930.0,224350.0
Bx,2017-07-04,230027.0,150935.0
Bx,2017-07-05,416391.0,260853.0
Bx,2017-07-06,423672.0,258226.0
Bx,2017-07-07,408654.0,248007.0
Bx,2017-07-08,264946.0,176275.0
Bx,2017-07-09,213896.0,150478.0
Bx,2017-07-10,427836.0,262450.0
Bx,2017-07-11,441013.0,271781.0
Bx,2017-07-12,435479.0,265008.0
Bx,2017-07-13,429317.0,262174.0
Bx,2017-07-14,398870.0,245939.0
Bx,2017-07-15,264323.0,176521.0
Bx,2017-07-16,210281.0,151399.0
Bx,2017-07-17,425834.0,265007.0
Bx,2017-07-18,432734.0,265226.0
Bx,2017-07-19,438485.0,267717.0
Bx,2017-07-20,429675.0,261762.0
Bx,2017-07-21,416525.0,250545.0
Bx,2017-07-22,249755.0,173777.0
Bx,2017-07-23,189512.0,139233.0
Bx,2017-07-24,397184.0,245423.0
Bx,2017-07-25,431737.0,258960.0
Bx,2017-07-26,440255.0,265065.0
Bx,2017-07-27,431094.0,259652.0
Bx,2017-07-28,420221.0,250113.0
Bx,2017-07-29,247694.0,171480.0
Bx,2017-07-30,208768.0,151744.0
Bx,2017-07-31,415005.0,255187.0
Bx,2017-08-01,431733.0,261192.0
Bx,2017-08-02,419104.0,258998.0
Bx,2017-08-03,429595.0,259456.0
Bx,2017-08-04,416282.0,251065.0
Bx,2017-08-05,248239.0,169454.0
Bx,2017-08-06,201558.0,145876.0
Bx,2017-08-07,383418.0,240533.0
Bx,2017-08-08,422625.0,254410.0
Bx,2017-08-09,429849.0,259485.0
Bx,2017-08-10,419298.0,252987.0
Bx,2017-08-11,416033.0,249144.0
Bx,2017-08-12,258086.0,174933.0
Bx,2017-08-13,215657.0,150727.0
Bx,2017-08-14,402206.0,248610.0
Bx,2017-08-15,401489.0,245317.0
Bx,2017-08-16,418255.0,256392.0
Bx,2017-08-17,412828.0,255216.0
Bx,2017-08-18,381857.0,238608.0
Bx,2017-08-19,247997.0,166517.0
Bx,2017-08-20,198453.0,142548.0
Bx,2017-08-21,380146.0,235911.0
Bx,2017-08-22,397667.0,242944.0
Bx,2017-08-23,401816.0,247773.0
Bx,2017-08-24,403834.0,248532.0
Bx,2017-08-25,407368.0,246158.0
Bx,2017-08-26,246127.0,168938.0
Bx,2017-08-27,192677.0,139095.0
Bx,2017-08-28,403438.0,245067.0
Bx,2017-08-29,404599.0,250474.0
Bx,2017-08-30,420724.0,259423.0
Bx,2017-08-31,421505.0,257203.0
Bx,2017-09-01,410973.0,253868.0
Bx,2017-09-02,248500.0,169689.0
Bx,2017-09-03,184298.0,128844.0
Bx,2017-09-04,228402.0,150786.0
Bx,2017-09-05,427307.0,264289.0
Bx,2017-09-06,420941.0,261751.0
Bx,2017-09-07,463953.0,280805.0
Bx,2017-09-08,469951.0,275820.0
Bx,2017-09-09,254576.0,179199.0
Bx,2017-09-10,198318.0,145374.0
Bx,2017-09-11,468522.0,274625.0
Bx,2017-09-12,479964.0,280186.0
Bx,2017-09-13,483067.0,278988.0
Bx,2017-09-14,484494.0,278652.0
Bx,2017-09-15,482383.0,278937.0
Bx,2017-09-16,263204.0,180781.0
Bx,2017-09-17,205289.0,147461.0
Bx,2017-09-18,468706.0,274333.0
Bx,2017-09-19,468507.0,274962.0
Bx,2017-09-20,466348.0,271564.0
Bx,2017-09-21,410511.0,242178.0
Bx,2017-09-22,418041.0,245994.0
Bx,2017-09-23,263422.0,179994.0
Bx,2017-09-24,204515.0,152584.0
Bx,2017-09-25,464250.0,274013.0
Bx,2017-09-26,481691.0,280501.0
Bx,2017-09-27,486639.0,282938.0
Bx,2017-09-28,493508.0,283568.0
Bx,2017-09-29,471022.0,274641.0
Bx,2017-09-30,259815.0,177477.0
Bx,2017-10-01,205211.0,146324.0
Bx,2017-10-02,471474.0,274191.0
Bx,2017-10-03,487424.0,283098.0
Bx,2017-10-04,485734.0,285021.0
Bx,2017-10-05,481344.0,280591.0
Bx,2017-10-06,474658.0,277622.0
Bx,2017-10-07,267974.0,181233.0
Bx,2017-10-08,198373.0,142940.0
Bx,2017-10-09,313308.0,199241.0
Bx,2017-10-10,482141.0,277414.0
Bx,2017-10-11,481507.0,283958.0
Bx,2017-10-12,479147.0,278758.0
Bx,2017-10-13,477667.0,279313.0
Bx,2017-10-14,266773.0,183545.0
Bx,2017-10-15,209885.0,152909.0
Bx,2017-10-16,474301.0,271589.0
Bx,2017-10-17,484981.0,279340.0
Bx,2017-10-18,488336.0,282273.0
Bx,2017-10-19,487264.0,282492.0
Bx,2017-10-20,483698.0,282923.0
Bx,2017-10-21,273256.0,182228.0
Bx,2017-10-22,207546.0,147869.0
Bx,2017-10-23,467878.0,271724.0
Bx,2017-10-24,459786.0,271495.0
Bx,2017-10-25,486683.0,283648.0
Bx,2017-10-26,484495.0,281926.0
Bx,2017-10-27,480455.0,279188.0
Bx,2017-10-28,266808.0,176877.0
Bx,2017-10-29,166298.0,123045.0
Bx,2017-10-30,458414.0,268726.0
Bx,2017-10-31,461010.0,273924.0
Bx,2017-11-01,483073.0,281085.0
Bx,2017-11-02,484970.0,284346.0
Bx,2017-11-03,471644.0,277412.0
Bx,2017-11-04,263048.0,174042.0
Bx,2017-11-05,203309.0,139478.0
Bx,2017-11-06,468698.0,269756.0
Bx,2017-11-07,425161.0,250250.0
Bx,2017-11-08,485974.0,276272.0
Bx,2017-11-09,489819.0,276365.0
Bx,2017-11-10,433120.0,253526.0
Bx,2017-11-11,249121.0,165965.0
Bx,2017-11-12,198242.0,140022.0
Bx,2017-11-13,460833.0,266006.0
Bx,2017-11-14,478235.0,277516.0
Bx,2017-11-15,478264.0,280018.0
Bx,2017-11-16,462499.0,275003.0
Bx,2017-11-17,473446.0,273346.0
Bx,2017-11-18,252080.0,177394.0
Bx,2017-11-19,195289.0,143949.0
Bx,2017-11-20,468384.0,265304.0
Bx,2017-11-21,473718.0,270996.0
Bx,2017-11-22,453332.0,266490.0
Bx,2017-11-23,201181.0,146742.0
Bx,2017-11-24,302619.0,181344.0
Bx,2017-11-25,241394.0,162575.0
Bx,2017-11-26,191729.0,139901.0
Bx,2017-11-27,460418.0,263396.0
Bx,2017-11-28,472687.0,271278.0
Bx,2017-11-29,477168.0,276285.0
Bx,2017-11-30,475024.0,272995.0
Bx,2017-12-01,476095.0,271176.0
Bx,2017-12-02,256546.0,164230.0
Bx,2017-12-03,190681.0,131192.0
Bx,2017-12-04,465355.0,262224.0
Bx,2017-12-05,470384.0,270372.0
Bx,2017-12-06,477756.0,274805.0
Bx,2017-12-07,476544.0,272164.0
Bx,2017-12-08,466376.0,266183.0
Bx,2017-12-09,234284.0,164702.0
Bx,2017-12-10,195663.0,138027.0
Bx,2017-12-11,452557.0,255800.0
Bx,2017-12-12,467630.0,265257.0
Bx,2017-12-13,448782.0,259915.0
Bx,2017-12-14,450719.0,252592.0
Bx,2017-12-15,450088.0,253793.0
Bx,2017-12-16,258447.0,172001.0
Bx,2017-12-17,202196.0,142989.0
Bx,2017-12-18,451145.0,253362.0
Bx,2017-12-19,463686.0,260783.0
Bx,2017-12-20,462286.0,261691.0
Bx,2017-12-21,451280.0,252381.0
Bx,2017-12-22,434597.0,243602.0
Bx,2017-12-23,239144.0,161530.0
Bx,2017-12-24,199883.0,142024.0
Bx,2017-12-25,150031.0,106578.0
Bx,2017-12-26,325221.0,189220.0
Bx,2017-12-27,346360.0,205631.0
Bx,2017-12-28,332964.0,196965.0
Bx,2017-12-29,340322.0,200400.0
Bx,2017-12-30,217273.0,142817.0
Bx,2017-12-31,176168.0,123255.0
Bx,2018-01-01,146917.0,105504.0
Bx,2018-01-02,376594.0,221776.0
Bx,2018-01-03,417767.0,242536.0
Bx,2018-01-04,219903.0,148061.0
Bx,2018-01-05,372282.0,208446.0
Bx,2018-01-06,198664.0,134974.0
Bx,2018-01-07,161382.0,113292.0
Bx,2018-01-08,421384.0,240920.0
Bx,2018-01-09,437277.0,253094.0
Bx,2018-01-10,442068.0,258306.0
Bx,2018-01-11,445590.0,258532.0
Bx,2018-01-12,425300.0,241949.0
Bx,2018-01-13,230410.0,151564.0
Bx,2018-01-14,169063.0,117550.0
Bx,2018-01-15,257231.0,162749.0
Bx,2018-01-16,431727.0,249384.0
Bx,2018-01-17,424084.0,249685.0
Bx,2018-01-18,439579.0,258811.0
Bx,2018-01-19,439725.0,253568.0
Bx,2018-01-20,242269.0,158333.0
Bx,2018-01-21,179626.0,127421.0
Bx,2018-01-22,419093.0,243280.0
Bx,2018-01-23,414757.0,243400.0
Bx,2018-01-24,431671.0,253457.0
Bx,2018-01-25,421273.0,245183.0
Bx,2018-01-26,423059.0,242730.0
Bx,2018-01-27,241358.0,171209.0
Bx,2018-01-28,173343.0,132550.0
Bx,2018-01-29,425579.0,251836.0
Bx,2018-01-30,447431.0,257767.0
Bx,2018-01-31,443636.0,258471.0
Bx,2018-02-01,453131.0,259283.0
Bx,2018-02-02,442059.0,253262.0
Bx,2018-02-03,234260.0,164010.0
Bx,2018-02-04,172400.0,129812.0
Bx,2018-02-05,443795.0,255625.0
Bx,2018-02-06,458964.0,264696.0
Bx,2018-02-07,432270.0,248913.0
Bx,2018-02-08,455974.0,258414.0
Bx,2018-02-09,451107.0,255188.0
Bx,2018-02-10,235136.0,161979.0
Bx,2018-02-11,164284.0,121726.0
Bx,2018-02-12,432157.0,250184.0
Bx,2018-02-13,462679.0,264659.0
Bx,2018-02-14,465372.0,263961.0
Bx,2018-02-15,455590.0,262988.0
Bx,2018-02-16,400977.0,233696.0
Bx,2018-02-17,224615.0,159478.0
Bx,2018-02-18,170527.0,126530.0
Bx,2018-02-19,249208.0,161354.0
Bx,2018-02-20,404052.0,237813.0
Bx,2018-02-21,420894.0,255332.0
Bx,2018-02-22,398615.0,238487.0
Bx,2018-02-23,393285.0,233207.0
Bx,2018-02-24,240696.0,166175.0
Bx,2018-02-25,174314.0,129041.0
Bx,2018-02-26,450798.0,259721.0
Bx,2018-02-27,465938.0,269737.0
Bx,2018-02-28,469640.0,273382.0
Bx,2018-03-01,462212.0,272400.0
Bx,2018-03-02,393159.0,229778.0
Bx,2018-03-03,242545.0,166039.0
Bx,2018-03-04,185489.0,139005.0
Bx,2018-03-05,453631.0,259099.0
Bx,2018-03-06,468045.0,270038.0
Bx,2018-03-07,330395.0,208687.0
Bx,2018-03-08,446173.0,250583.0
Bx,2018-03-09,457954.0,269109.0
Bx,2018-03-10,249934.0,169083.0
Bx,2018-03-11,185332.0,131981.0
Bx,2018-03-12,444028.0,263404.0
Bx,2018-03-13,423533.0,251898.0
Bx,2018-03-14,464074.0,270220.0
Bx,2018-03-15,458284.0,266266.0
Bx,2018-03-16,454889.0,264577.0
Bx,2018-03-17,253489.0,172336.0
Bx,2018-03-18,186535.0,135643.0
Bx,2018-03-19,450012.0,259747.0
Bx,2018-03-20,445144.0,267465.0
Bx,2018-03-21,254547.0,167144.0
Bx,2018-03-22,436671.0,246924.0
Bx,2018-03-23,453913.0,267685.0
Bx,2018-03-24,254583.0,176784.0
Bx,2018-03-25,186483.0,138861.0
Bx,2018-03-26,447815.0,263968.0
Bx,2018-03-27,455727.0,268930.0
Bx,2018-03-28,457197.0,266214.0
Bx,2018-03-29,446135.0,262049.0
Bx,2018-03-30,352793.0,216142.0
Bx,2018-03-31,239010.0,162942.0
Bx,2018-04-01,175201.0,130721.0
Bx,2018-04-02,340336.0,205017.0
Bx,2018-04-03,383748.0,229810.0
Bx,2018-04-04,394197.0,233244.0
Bx,2018-04-05,398888.0,238543.0
Bx,2018-04-06,384720.0,230142.0
Bx,2018-04-07,236397.0,161362.0
Bx,2018-04-08,183825.0,134931.0
Bx,2018-04-09,443376.0,257339.0
Bx,2018-04-10,450300.0,263897.0
Bx,2018-04-11,455815.0,269350.0
Bx,2018-04-12,460182.0,271725.0
Bx,2018-04-13,456689.0,270835.0
Bx,2018-04-14,267657.0,183187.0
Bx,2018-04-15,173835.0,129841.0
Bx,2018-04-16,388162.0,230634.0
Bx,2018-04-17,459318.0,271771.0
Bx,2018-04-18,462976.0,270416.0
Bx,2018-04-19,456291.0,268679.0
Bx,2018-04-20,458124.0,268356.0
Bx,2018-04-21,257307.0,178937.0
Bx,2018-04-22,199258.0,145164.0
Bx,2018-04-23,444557.0,263362.0
Bx,2018-04-24,453887.0,270607.0
Bx,2018-04-25,411740.0,260387.0
Bx,2018-04-26,464046.0,273507.0
Bx,2018-04-27,443223.0,264242.0
Bx,2018-04-28,244625.0,180729.0
Bx,2018-04-29,181428.0,142832.0
Bx,2018-04-30,441330.0,261385.0
Bx,2018-05-01,465514.0,271039.0
Bx,2018-05-02,468961.0,277240.0
Bx,2018-05-03,460562.0,276388.0
Bx,2018-05-04,450049.0,267332.0
Bx,2018-05-05,218062.0,174188.0
Bx,2018-05-06,153691.0,126372.0
Bx,2018-05-07,438894.0,264558.0
Bx,2018-05-08,460706.0,272995.0
Bx,2018-05-09,465364.0,278180.0
Bx,2018-05-10,456156.0,283772.0
Bx,2018-05-11,454640.0,259860.0
Bx,2018-05-12,228655.0,168581.0
Bx,2018-05-13,172118.0,132271.0
Bx,2018-05-14,443887.0,263654.0
Bx,2018-05-15,448802.0,276062.0
Bx,2018-05-16,445941.0,265302.0
Bx,2018-05-17,445048.0,265465.0
Bx,2018-05-18,448480.0,268064.0
Bx,2018-05-19,227733.0,162128.0
Bx,2018-05-20,189358.0,137543.0
Bx,2018-05-21,434986.0,262631.0
Bx,2018-05-22,441999.0,269477.0
Bx,2018-05-23,457341.0,275440.0
Bx,2018-05-24,455033.0,275191.0
Bx,2018-05-25,442977.0,268935.0
Bx,2018-05-26,241403.0,171853.0
Bx,2018-05-27,172139.0,129990.0
Bx,2018-05-28,216658.0,144924.0
Bx,2018-05-29,435134.0,269663.0
Bx,2018-05-30,444852.0,273195.0
Bx,2018-05-31,438039.0,270733.0
Bx,2018-06-01,440836.0,267758.0
Bx,2018-06-02,253116.0,178140.0
Bx,2018-06-03,190387.0,143005.0
Bx,2018-06-04,433642.0,261595.0
Bx,2018-06-05,441769.0,271355.0
Bx,2018-06-06,452378.0,275888.0
Bx,2018-06-07,423023.0,254553.0
Bx,2018-06-08,448471.0,267729.0
Bx,2018-06-09,257891.0,184947.0
Bx,2018-06-10,195289.0,146024.0
Bx,2018-06-11,424543.0,259959.0
Bx,2018-06-12,439808.0,268198.0
Bx,2018-06-13,432111.0,264713.0
Bx,2018-06-14,440712.0,265578.0
Bx,2018-06-15,402399.0,248389.0
Bx,2018-06-16,246847.0,179424.0
Bx,2018-06-17,190393.0,147150.0
Bx,2018-06-18,415626.0,255973.0
Bx,2018-06-19,429191.0,261085.0
Bx,2018-06-20,433274.0,268112.0
Bx,2018-06-21,426821.0,262627.0
Bx,2018-06-22,420257.0,260781.0
Bx,2018-06-23,232194.0,167564.0
Bx,2018-06-24,202100.0,149341.0
Bx,2018-06-25,413911.0,257204.0
Bx,2018-06-26,424471.0,270931.0
Bx,2018-06-27,403614.0,252635.0
Bx,2018-06-28,384947.0,232721.0
Bx,2018-06-29,394671.0,243551.0
Bx,2018-06-30,231547.0,170272.0
Bx,2018-07-01,175105.0,136277.0
Bx,2018-07-02,368287.0,232389.0
Bx,2018-07-03,379166.0,237761.0
Bx,2018-07-04,208048.0,146285.0
Bx,2018-07-05,375231.0,238520.0
Bx,2018-07-06,370313.0,231221.0
Bx,2018-07-07,236309.0,170678.0
Bx,2018-07-08,188012.0,142505.0
Bx,2018-07-09,392901.0,247547.0
Bx,2018-07-10,405269.0,253839.0
Bx,2018-07-11,412367.0,257505.0
Bx,2018-07-12,411810.0,254305.0
Bx,2018-07-13,396616.0,243334.0
Bx,2018-07-14,244587.0,169241.0
Bx,2018-07-15,183578.0,133639.0
Bx,2018-07-16,398624.0,246877.0
Bx,2018-07-17,384996.0,241901.0
Bx,2018-07-18,412798.0,257460.0
Bx,2018-07-19,410520.0,256811.0
Bx,2018-07-20,391784.0,242679.0
Bx,2018-07-21,232909.0,168821.0
Bx,2018-07-22,173473.0,128008.0
Bx,2018-07-23,379050.0,237233.0
Bx,2018-07-24,401931.0,250465.0
Bx,2018-07-25,386919.0,240871.0
Bx,2018-07-26,405636.0,252957.0
Bx,2018-07-27,385680.0,245915.0
Bx,2018-07-28,240433.0,168338.0
Bx,2018-07-29,196487.0,148853.0
Bx,2018-07-30,387323.0,243563.0
Bx,2018-07-31,400305.0,253200.0
Bx,2018-08-01,395126.0,249104.0
Bx,2018-08-02,396533.0,251191.0
Bx,2018-08-03,381653.0,238872.0
Bx,2018-08-04,199324.0,166349.0
Bx,2018-08-05,168213.0,140972.0
Bx,2018-08-06,377803.0,242241.0
Bx,2018-08-07,385673.0,244558.0
Bx,2018-08-08,388935.0,246519.0
Bx,2018-08-09,393448.0,247389.0
Bx,2018-08-10,386452.0,240408.0
Bx,2018-08-11,208181.0,155447.0
Bx,2018-08-12,187882.0,137041.0
Bx,2018-08-13,357616.0,228393.0
Bx,2018-08-14,378473.0,240971.0
Bx,2018-08-15,389496.0,251846.0
Bx,2018-08-16,384335.0,245955.0
Bx,2018-08-17,375877.0,241109.0
Bx,2018-08-18,203225.0,163110.0
Bx,2018-08-19,155488.0,126709.0
Bx,2018-08-20,356099.0,226432.0
Bx,2018-08-21,359562.0,234412.0
Bx,2018-08-22,369826.0,239742.0
Bx,2018-08-23,373517.0,238758.0
Bx,2018-08-24,371427.0,233839.0
Bx,2018-08-25,202998.0,164264.0
Bx,2018-08-26,159017.0,130268.0
Bx,2018-08-27,371306.0,238752.0
Bx,2018-08-28,380177.0,245039.0
Bx,2018-08-29,380298.0,245196.0
Bx,2018-08-30,384198.0,245891.0
Bx,2018-08-31,374068.0,240570.0
Bx,2018-09-01,200560.0,153638.0
Bx,2018-09-02,160690.0,125939.0
Bx,2018-09-03,197409.0,142975.0
Bx,2018-09-04,388882.0,255727.0
Bx,2018-09-05,418463.0,271509.0
Bx,2018-09-06,422686.0,268444.0
Bx,2018-09-07,422545.0,261099.0
Bx,2018-09-08,230201.0,164705.0
Bx,2018-09-09,166359.0,128205.0
Bx,2018-09-10,336752.0,211640.0
Bx,2018-09-11,369797.0,231151.0
Bx,2018-09-12,435823.0,271325.0
Bx,2018-09-13,437565.0,269271.0
Bx,2018-09-14,441406.0,265978.0
Bx,2018-09-15,238377.0,173191.0
Bx,2018-09-16,187107.0,142541.0
Bx,2018-09-17,432572.0,265374.0
Bx,2018-09-18,411685.0,252570.0
Bx,2018-09-19,383515.0,237942.0
Bx,2018-09-20,450362.0,272827.0
Bx,2018-09-21,440272.0,267703.0
Bx,2018-09-22,247176.0,175581.0
Bx,2018-09-23,184455.0,142161.0
Bx,2018-09-24,435164.0,268122.0
Bx,2018-09-25,408072.0,253836.0
Bx,2018-09-26,448884.0,272940.0
Bx,2018-09-27,452796.0,274132.0
Bx,2018-09-28,435005.0,265981.0
Bx,2018-09-29,245491.0,175802.0
Bx,2018-09-30,184790.0,143196.0
Bx,2018-10-01,432944.0,268217.0
Bx,2018-10-02,443792.0,274141.0
Bx,2018-10-03,459119.0,280408.0
Bx,2018-10-04,452944.0,280610.0
Bx,2018-10-05,448839.0,274846.0
Bx,2018-10-06,239312.0,177139.0
Bx,2018-10-07,189061.0,145601.0
Bx,2018-10-08,305172.0,202981.0
Bx,2018-10-09,446660.0,275877.0
Bx,2018-10-10,451454.0,282173.0
Bx,2018-10-11,429101.0,270331.0
Bx,2018-10-12,447063.0,277680.0
Bx,2018-10-13,235909.0,172755.0
Bx,2018-10-14,187538.0,141639.0
Bx,2018-10-15,429741.0,270609.0
Bx,2018-10-16,442944.0,272789.0
Bx,2018-10-17,446379.0,274185.0
Bx,2018-10-18,442332.0,271081.0
Bx,2018-10-19,444553.0,268923.0
Bx,2018-10-20,243122.0,171897.0
Bx,2018-10-21,180411.0,135373.0
Bx,2018-10-22,431082.0,262709.0
Bx,2018-10-23,451163.0,272358.0
Bx,2018-10-24,454222.0,276400.0
Bx,2018-10-25,452351.0,273166.0
Bx,2018-10-26,441901.0,266182.0
Bx,2018-10-27,203252.0,154783.0
Bx,2018-10-28,188614.0,142882.0
Bx,2018-10-29,436552.0,266723.0
Bx,2018-10-30,452304.0,273958.0
Bx,2018-10-31,436031.0,267673.0
Bx,2018-11-01,450388.0,277271.0
Bx,2018-11-02,440240.0,268522.0
Bx,2018-11-03,243883.0,178666.0
Bx,2018-11-04,199659.0,151360.0
Bx,2018-11-05,431077.0,260117.0
Bx,2018-11-06,387483.0,237863.0
Bx,2018-11-07,461004.0,275077.0
Bx,2018-11-08,458501.0,272377.0
Bx,2018-11-09,433744.0,263282.0
Bx,2018-11-10,236717.0,163913.0
Bx,2018-11-11,180313.0,131650.0
Bx,2018-11-12,344697.0,212872.0
Bx,2018-11-13,434648.0,266784.0
Bx,2018-11-14,452735.0,273203.0
Bx,2018-11-15,451230.0,273779.0
Bx,2018-11-16,422149.0,268967.0
Bx,2018-11-17,246283.0,172486.0
Bx,2018-11-18,182712.0,137971.0
Bx,2018-11-19,440813.0,263554.0
Bx,2018-11-20,447586.0,269116.0
Bx,2018-11-21,427032.0,260119.0
